F/MHz,dB (254b),deg (254b)
36.833667,-40.89014369,-114.0423445
37.034068,-41.33922174,-116.6402927
37.234469,-42.37211611,-112.7193371
37.43487,-41.43278986,-115.2014204
37.635271,-41.42500199,-113.9576471
37.835671,-41.41724545,-112.1992163
38.036072,-41.87596985,-111.7734298
38.236473,-42.63697946,-105.8890031
38.436874,-42.76673275,-96.15679458
38.637275,-42.52443053,-100.4476648
38.837675,-42.13892156,-103.0533163
39.038076,-41.99043784,-95.32623884
39.238477,-41.6127665,-101.8900101
39.438878,-40.77153576,-93.63708977
39.639279,-41.75288125,-102.3795112
39.839679,-41.08479747,-94.4112953
40.04008,-40.40243325,-89.576143
40.240481,-42.30596063,-89.17120915
40.440882,-41.58479429,-84.42691183
40.641283,-42.06928985,-90.02136423
40.841683,-40.48677495,-85.4170381
41.042084,-42.66549306,-94.50720138
41.242485,-41.32891685,-90.3071895
41.442886,-40.69489371,-92.5214966
41.643287,-39.44830508,-79.63208533
41.843687,-39.25578126,-88.58645938
42.044088,-39.53749596,-89.94711182
42.244489,-39.44500415,-89.01323285
42.44489,-39.23435701,-86.33174754
42.645291,-39.61065125,-91.64106904
42.845691,-38.94981631,-88.70465364
43.046092,-39.49558567,-91.25468067
43.246493,-38.26510069,-91.04480048
43.446894,-38.06606568,-96.24726002
43.647295,-38.18210094,-91.8626497
43.847695,-38.38588704,-91.33839778
44.048096,-38.27432353,-99.0944024
44.248497,-38.32498758,-92.3409773
44.448898,-37.39316703,-94.36652262
44.649299,-38.03929273,-98.61552806
44.849699,-37.73470319,-96.34473007
45.0501,-37.41142622,-101.7096968
45.250501,-37.90100795,-101.3658484
45.450902,-37.94588501,-102.6733907
45.651303,-37.06142801,-105.7958576
45.851703,-37.70237249,-106.7490162
46.052104,-37.54523688,-102.0552239
46.252505,-36.97041041,-108.6010386
46.452906,-37.65830784,-112.1909051
46.653307,-38.08633652,-114.017789
46.853707,-36.9962832,-106.4587755
47.054108,-37.41273713,-116.4901768
47.254509,-37.33897975,-114.1264827
47.45491,-37.89401728,-118.3552925
47.655311,-37.19430855,-116.2442576
47.855711,-37.424831,-118.9541992
48.056112,-37.91106551,-122.1404765
48.256513,-38.06281675,-119.1852012
48.456914,-36.95710652,-122.7807577
48.657315,-37.72065873,-123.6014433
48.857715,-37.60206449,-129.7316914
49.058116,-37.78567773,-131.3972088
49.258517,-37.46341026,-135.2483485
49.458918,-37.84688006,-135.3115531
49.659319,-37.46448457,-129.8563711
49.859719,-37.72255684,-137.5149855
50.06012,-37.26247169,-136.5495251
50.260521,-37.70279085,-133.2029199
50.460922,-38.79154057,-134.1091795
50.661323,-37.99466679,-141.5002931
50.861723,-38.9865104,-140.471616
51.062124,-38.38104186,-137.0299864
51.262525,-38.29470352,-143.6967612
51.462926,-38.00345065,-148.363441
51.663327,-38.64000233,-149.673513
51.863727,-39.29561811,-156.1826875
52.064128,-38.28314187,-149.0055509
52.264529,-39.32144739,-151.3148108
52.46493,-39.52920502,-155.2279103
52.665331,-39.4114019,-151.9461227
52.865731,-39.43021385,-155.3733205
53.066132,-39.71136622,-152.3044862
53.266533,-40.17549338,-161.5050782
53.466934,-40.50393308,-157.4322417
53.667335,-40.96281989,-158.9132173
53.867735,-39.88544856,-163.136706
54.068136,-40.61931742,-163.8544292
54.268537,-40.30703225,-164.2926004
54.468938,-41.1389605,-165.1622837
54.669339,-39.81831976,-166.1922667
54.869739,-41.89459486,-163.2323582
55.07014,-42.62911735,-177.7212232
55.270541,-41.95974281,-173.5707361
55.470942,-42.14351685,-175.1362851
55.671343,-43.44798247,-178.6230511
55.871743,-43.08498802,-171.9963254
56.072144,-42.76424665,179.6585685
56.272545,-43.50402904,-178.2488599
56.472946,-45.01548209,170.7749939
56.673347,-43.15699083,-178.5880398
56.873747,-45.6300774,179.3671119
57.074148,-44.93572797,166.017722
57.274549,-45.95749984,171.4989356
57.47495,-48.67696446,173.5907833
57.675351,-47.59785201,173.2768397
57.875752,-47.04668018,173.169255
58.076152,-48.14794454,163.1732997
58.276553,-48.03447637,154.8168155
58.476954,-53.89994325,177.4167968
58.677355,-49.91980835,-164.8744446
58.877756,-50.55361033,-178.780743
59.078156,-58.30901905,137.6741574
59.278557,-51.37471053,163.7638166
59.478958,-55.48410038,-165.8730612
59.679359,-60.36330836,134.3363525
59.87976,-55.19885596,-172.4048171
60.08016,-70.87891628,87.92732236
60.280561,-61.09823979,164.977067
60.480962,-59.07125202,-112.8092837
60.681363,-55.35365782,-80.71236392
60.881764,-61.77140063,-9.020801319
61.082164,-58.96227274,-47.44731778
61.282565,-53.90237111,-67.84867473
61.482966,-55.94632126,-90.51103797
61.683367,-54.58194176,-51.05059079
61.883768,-51.95568857,-66.2361785
62.084168,-48.95582445,-66.04733385
62.284569,-48.79458563,-42.84207327
62.48497,-50.3157445,-71.30749724
62.685371,-51.26645218,-105.3246401
62.885772,-45.57358133,-93.75422415
63.086172,-45.22677805,-65.22423221
63.286573,-46.81750652,-73.09427642
63.486974,-45.81113834,-65.97852235
63.687375,-43.0273325,-69.15594615
63.887776,-44.74307523,-65.18736696
64.088176,-43.58086186,-77.8472182
64.288577,-44.2541106,-73.95629638
64.488978,-42.80899905,-79.96892511
64.689379,-42.19721638,-73.04532061
64.88978,-40.94365403,-74.9387765
65.09018,-43.13539821,-81.37144009
65.290581,-40.82368501,-82.00618493
65.490982,-42.32894659,-79.21512933
65.691383,-42.01777521,-77.79514081
65.891784,-39.91175169,-86.07393923
66.092184,-39.93515966,-87.96762574
66.292585,-40.45216015,-84.85139575
66.492986,-40.62990118,-87.82974892
66.693387,-38.70772642,-85.59786294
66.893788,-41.60634649,-97.11793717
67.094188,-38.20481207,-84.95874593
67.294589,-39.72220298,-93.30291544
67.49499,-38.83558672,-89.81168075
67.695391,-37.94818439,-94.80381503
67.895792,-37.81560612,-100.9188543
68.096192,-37.86424718,-100.8906663
68.296593,-37.67290214,-102.6444084
68.496994,-38.25799705,-97.83424409
68.697395,-38.46590887,-109.3436826
68.897796,-37.46888693,-107.7728435
69.098196,-38.08671434,-103.5729998
69.298597,-36.8722158,-103.4420731
69.498998,-36.2893573,-109.8307539
69.699399,-37.40411451,-105.5493903
69.8998,-37.30652951,-113.2506942
70.1002,-36.39161422,-109.8866268
70.300601,-36.82956453,-114.3793412
70.501002,-36.79794227,-109.8585394
70.701403,-37.00482864,-119.2420371
70.901804,-36.08985024,-113.3241771
71.102204,-37.11569805,-121.7561083
71.302605,-36.12318895,-120.9908427
71.503006,-36.01860041,-122.5853468
71.703407,-36.39110619,-121.1623289
71.903808,-36.50162993,-122.1617904
72.104208,-36.40360799,-122.388541
72.304609,-35.35346195,-125.1406909
72.50501,-36.08289449,-126.8007667
72.705411,-36.0247458,-127.5872135
72.905812,-36.61923602,-126.6258748
73.106212,-36.16346416,-128.1672398
73.306613,-35.97910478,-128.2152346
73.507014,-36.05531077,-132.1793073
73.707415,-36.39992103,-135.7065636
73.907816,-35.91371966,-132.782253
74.108216,-36.91034322,-130.8843119
74.308617,-36.08534548,-138.1317861
74.509018,-36.1375822,-134.5576979
74.709419,-36.47930201,-137.9766977
74.90982,-35.67544532,-134.7838575
75.11022,-35.48925405,-134.9870116
75.310621,-35.75079473,-131.7294601
75.511022,-36.51375929,-136.1620261
75.711423,-36.65061121,-139.776042
75.911824,-35.99178582,-132.4893628
76.112224,-35.57915574,-135.5957702
76.312625,-36.30203493,-137.0032505
76.513026,-36.92228369,-137.3731084
76.713427,-36.4147528,-133.8256522
76.913828,-36.09476852,-141.5607556
77.114228,-36.06562361,-129.6764423
77.314629,-36.53702924,-135.6704906
77.51503,-36.08006296,-136.4609658
77.715431,-36.77737505,-128.8259896
77.915832,-35.93038213,-136.1058996
78.116232,-36.18766721,-134.0342658
78.316633,-35.9135879,-132.2025485
78.517034,-35.88121514,-130.4648801
78.717435,-36.03516884,-132.0675715
78.917836,-34.98065003,-131.5977567
79.118236,-35.85573213,-135.6053694
79.318637,-34.13175115,-132.4929051
79.519038,-35.17959332,-130.3539966
79.719439,-34.50737498,-125.1427366
79.91984,-34.17508114,-126.2433355
80.12024,-33.96925613,-127.0357064
80.320641,-33.04043676,-126.826612
80.521042,-33.04538816,-128.7794456
80.721443,-32.55027549,-127.8235447
80.921844,-32.1524689,-124.6480108
81.122244,-32.0924089,-128.9381603
81.322645,-31.90539001,-127.3311916
81.523046,-31.22204585,-130.4615669
81.723447,-30.7988002,-128.2907663
81.923848,-30.62427309,-130.7785961
82.124248,-30.30306328,-132.9091719
82.324649,-29.94362475,-132.8802824
82.52505,-29.64673568,-132.0775349
82.725451,-29.42010114,-134.2463343
82.925852,-28.90914647,-138.8200061
83.126253,-28.19478755,-137.0436854
83.326653,-28.70313346,-139.1495925
83.527054,-28.11367407,-141.2101977
83.727455,-27.82487965,-143.2070926
83.927856,-27.63853331,-145.1109978
84.128257,-27.71585917,-145.6433096
84.328657,-27.41259714,-147.2784147
84.529058,-27.07242095,-147.6283452
84.729459,-26.71716618,-150.1606572
84.92986,-26.38698123,-151.5403447
85.130261,-26.3374577,-153.3332493
85.330661,-26.13730347,-155.6020207
85.531062,-26.02984882,-158.9057008
85.731463,-25.82473517,-159.2162864
85.931864,-25.55872631,-160.2990499
86.132265,-25.49681572,-163.3527564
86.332665,-25.25354388,-163.0955499
86.533066,-25.2255883,-165.6781995
86.733467,-25.08680181,-167.2621428
86.933868,-24.830262,-167.6995049
87.134269,-24.73497444,-168.868134
87.334669,-24.47876828,-171.1503573
87.53507,-24.2187977,-171.7393887
87.735471,-24.20980558,-172.0347389
87.935872,-24.0057017,-173.6739171
88.136273,-23.73925121,-175.2692524
88.336673,-23.62475273,-175.6637449
88.537074,-23.21348426,-178.3457473
88.737475,-23.01494344,-179.4214748
88.937876,-22.62107772,179.9665566
89.138277,-22.38515005,177.44287
89.338677,-22.0091487,174.912378
89.539078,-21.59546486,173.9300022
89.739479,-21.47309426,169.7150704
89.93988,-21.21348928,168.2230159
90.140281,-20.89998875,165.3259435
90.340681,-20.73247975,162.9311012
90.541082,-20.54419956,160.2262993
90.741483,-20.56900795,157.7742464
90.941884,-20.28345391,154.6152932
91.142285,-20.21116877,151.4980455
91.342685,-20.13279305,148.6474071
91.543086,-20.07816005,146.2668246
91.743487,-20.10829772,143.4155017
91.943888,-20.10786309,140.9887363
92.144289,-19.93389352,138.7824272
92.344689,-19.96308688,136.1329457
92.54509,-19.88432077,133.9928881
92.745491,-19.88481316,131.4865382
92.945892,-19.88601774,129.1577315
93.146293,-19.86083286,126.8539298
93.346693,-19.88383215,124.6649282
93.547094,-19.92719705,122.7083784
93.747495,-19.89995677,120.9239944
93.947896,-19.93443373,118.5043165
94.148297,-19.77321482,117.1711179
94.348697,-19.84360018,115.928931
94.549098,-20.01436786,114.0375912
94.749499,-19.91241334,112.0942131
94.9499,-20.01866674,109.5115609
95.150301,-19.99812795,107.5260816
95.350701,-19.92045162,106.2280771
95.551102,-20.02058308,105.0318633
95.751503,-19.92931231,102.9719437
95.951904,-19.93872589,101.4097095
96.152305,-19.83404922,100.7405894
96.352705,-19.86007205,98.64777798
96.553106,-20.04311025,96.88391827
96.753507,-19.91893207,95.38667373
96.953908,-20.03358043,93.73168424
97.154309,-19.96190996,91.79452177
97.354709,-19.93585629,90.84551761
97.55511,-19.96204433,88.90891647
97.755511,-19.92843978,87.95243753
97.955912,-19.98432533,86.03027612
98.156313,-20.01466031,85.37113521
98.356713,-20.06266316,83.04098045
98.557114,-20.03630827,81.96039374
98.757515,-20.06225146,81.34889243
98.957916,-20.0234042,78.31266572
99.158317,-20.11866481,77.01411712
99.358717,-20.13075299,76.4999915
99.559118,-20.10269869,75.15673849
99.759519,-19.95503305,74.18262723
99.95992,-20.11682213,72.34931634
100.160321,-20.10068513,70.89279289
100.360721,-20.19766887,70.64894819
100.561122,-20.07513841,68.84725806
100.761523,-19.99758359,67.15757689
100.961924,-19.9213157,65.69387347
101.162325,-20.00714109,64.49937264
101.362725,-20.00073597,64.52451765
101.563126,-20.17334472,63.37333586
101.763527,-20.18528786,62.15226807
101.963928,-19.99753662,61.03520262
102.164329,-20.00509429,58.17804042
102.364729,-20.01545155,60.38010727
102.56513,-20.19232444,56.46908359
102.765531,-19.98545377,57.00445392
102.965932,-20.11678619,56.35849282
103.166333,-20.12106546,54.30848301
103.366733,-20.22071951,54.21598574
103.567134,-20.07808443,51.94308441
103.767535,-20.12361405,51.48146827
103.967936,-20.15979517,50.40062435
104.168337,-20.149007,47.79860306
104.368737,-20.05692731,48.81683987
104.569138,-20.01792483,46.54205733
104.769539,-20.28633261,46.17118334
104.96994,-20.22700676,44.41304244
105.170341,-20.09608731,43.04368811
105.370741,-20.02622288,42.5661207
105.571142,-20.0755677,41.49909279
105.771543,-19.90384689,41.15855352
105.971944,-20.24041692,39.61323454
106.172345,-20.02595746,38.29585321
106.372745,-20.06443034,38.31149452
106.573146,-20.13193278,36.46427825
106.773547,-20.35033538,36.27931261
106.973948,-19.98306441,36.69559925
107.174349,-20.20263892,33.43147348
107.374749,-20.20725581,32.90132484
107.57515,-20.14983508,32.33817654
107.775551,-20.34442549,32.42803847
107.975952,-20.12288629,31.00024499
108.176353,-20.00883167,29.15000936
108.376754,-20.13842566,28.42878498
108.577154,-20.17961491,27.4811294
108.777555,-20.17380446,26.76978143
108.977956,-20.24217155,26.54887642
109.178357,-20.11586063,25.97454881
109.378758,-20.19553901,24.46838497
109.579158,-20.18970051,22.34742227
109.779559,-20.24690638,22.8374482
109.97996,-20.22459609,22.60792494
110.180361,-20.12426851,21.1999595
110.380762,-20.06241004,19.15309689
110.581162,-20.16275693,18.75370191
110.781563,-20.20707333,19.6101516
110.981964,-20.20354482,17.63434995
111.182365,-20.26598967,17.98757378
111.382766,-20.17097052,15.89199748
111.583166,-20.19491755,14.71077978
111.783567,-20.0952738,16.71387453
111.983968,-20.14608316,14.02551796
112.184369,-20.07149017,13.76615071
112.38477,-20.21224528,10.69520579
112.58517,-20.12824621,12.98117491
112.785571,-19.96931236,11.28999624
112.985972,-20.20640091,9.603377751
113.186373,-20.25463398,10.36194327
113.386774,-20.32002511,8.60536212
113.587174,-20.18061933,8.19739225
113.787575,-20.30277941,6.938998753
113.987976,-20.10757052,7.379882619
114.188377,-19.96953152,5.565728183
114.388778,-20.29616477,5.478696859
114.589178,-20.11498615,4.716424137
114.789579,-20.26373777,3.779907694
114.98998,-20.15848974,2.741325741
115.190381,-20.07125695,2.244562073
115.390782,-20.16211545,1.636477913
115.591182,-20.08952881,1.689836077
115.791583,-20.16010366,0.634054183
115.991984,-20.12468121,0.299034657
116.192385,-20.24787935,-1.427783552
116.392786,-20.15939997,-1.473483082
116.593186,-19.99041511,-2.799968619
116.793587,-20.1447425,-3.627535288
116.993988,-20.13751253,-4.261966386
117.194389,-20.21572888,-5.135474399
117.39479,-20.11845659,-4.87632583
117.59519,-20.12275938,-5.783655791
117.795591,-20.01278722,-6.080280083
117.995992,-20.10548,-7.114277509
118.196393,-20.0733461,-7.369868445
118.396794,-20.21031113,-9.274042989
118.597194,-20.21217684,-9.578027546
118.797595,-20.14148884,-9.769578213
118.997996,-19.99119589,-10.49078342
119.198397,-20.15496272,-11.4727237
119.398798,-20.10201125,-11.64728713
119.599198,-20.20904944,-12.35061785
119.799599,-20.09738408,-13.57141172
120,-20.19779337,-14.18776379
