F/MHz,dB (255b),deg (255b)
46.653307,-28.8983323,-171.5009679
46.853707,-29.00805163,-173.2067723
47.054108,-28.86548287,-171.6578776
47.254509,-28.56582757,-173.8863134
47.45491,-28.91732579,-174.0788053
47.655311,-28.78718879,-176.2012092
47.855711,-28.82855863,-173.75775
48.056112,-28.58834601,-174.7999807
48.256513,-28.63487152,-175.6895303
48.456914,-28.75554064,-177.2480162
48.657315,-28.9932358,-177.876672
48.857715,-28.682538,-178.7936096
49.058116,-28.65106624,-178.6313293
49.258517,-28.73979455,178.6425352
49.458918,-28.6972975,-179.8393246
49.659319,-28.50333719,177.7648688
49.859719,-28.6999205,177.1070948
50.06012,-28.49355777,178.4439269
50.260521,-28.36884046,176.8977068
50.460922,-28.73772815,176.0364415
50.661323,-28.5968349,176.127575
50.861723,-28.66007001,175.4063199
51.062124,-28.66508346,175.4314869
51.262525,-28.7954042,176.4330463
51.462926,-28.5082815,173.725149
51.663327,-28.5436632,172.1767366
51.863727,-28.73630542,171.9309503
52.064128,-28.58809853,169.9659827
52.264529,-28.82364137,169.7955415
52.46493,-28.63743927,170.21051
52.665331,-28.62198329,169.4798982
52.865731,-28.92880399,170.6510556
53.066132,-28.85004955,167.3246758
53.266533,-29.07307889,167.0274351
53.466934,-29.04987685,166.280257
53.667335,-29.00378721,166.0606358
53.867735,-29.14610027,165.8321308
54.068136,-29.24257567,164.4036638
54.268537,-29.29627252,164.4017483
54.468938,-29.38400881,164.1462944
54.669339,-29.3466423,162.7659376
54.869739,-29.38972437,162.8244061
55.07014,-29.50317067,162.6146401
55.270541,-29.6817412,161.5942342
55.470942,-29.71094923,160.6649073
55.671343,-29.99211181,159.4717993
55.871743,-29.99750541,160.7290289
56.072144,-30.17832235,160.3509217
56.272545,-30.11224745,158.8649596
56.472946,-29.95315705,160.7338885
56.673347,-30.41939943,158.4384128
56.873747,-30.41887704,156.6380299
57.074148,-30.68399385,159.7192478
57.274549,-30.57525734,156.7814881
57.47495,-30.93593579,157.9977231
57.675351,-30.91348682,156.9980221
57.875752,-31.13576499,158.2537376
58.076152,-30.95453541,158.18717
58.276553,-31.17882338,156.3336781
58.476954,-31.43150762,157.1201249
58.677355,-31.4544235,155.0197138
58.877756,-31.88447607,158.0717214
59.078156,-31.7797945,157.5152296
59.278557,-32.08182056,155.8229281
59.478958,-32.12084518,153.6573422
59.679359,-32.57500876,156.265322
59.87976,-32.52265878,154.9761282
60.08016,-32.50821938,157.0252501
60.280561,-33.10018487,159.0095704
60.480962,-33.106693,156.3200442
60.681363,-33.1110338,160.1202623
60.881764,-33.55838843,158.5950735
61.082164,-33.86410791,157.3251357
61.282565,-33.59302616,161.4203389
61.482966,-33.63120538,161.255517
61.683367,-34.07692899,162.9082826
61.883768,-34.07350015,166.3977113
62.084168,-34.39759806,163.4344035
62.284569,-34.27659793,165.4726634
62.48497,-35.03346022,165.0665636
62.685371,-34.28258991,164.6062543
62.885772,-35.07835489,172.1555971
63.086172,-34.7293688,177.3758265
63.286573,-34.63402424,169.3221607
63.486974,-34.62537424,172.4983356
63.687375,-35.17589334,172.340543
63.887776,-35.78776008,-179.5254734
64.088176,-34.54470345,171.2704087
64.288577,-34.14148412,-179.5679886
64.488978,-34.59315337,-177.2173395
64.689379,-35.03807729,-176.4478531
64.88978,-34.53734451,-172.2096791
65.09018,-34.18369334,-178.9513663
65.290581,-34.78235989,-170.106933
65.490982,-34.61541334,-172.4742998
65.691383,-33.95829278,-168.1049038
65.891784,-33.94659659,-172.9428362
66.092184,-33.40946981,-167.816467
66.292585,-33.56779679,-167.461205
66.492986,-33.53466193,-161.5095838
66.693387,-33.23692601,-166.285228
66.893788,-33.15479724,-168.5975838
67.094188,-33.42731398,-168.4221265
67.294589,-32.64604567,-162.4842908
67.49499,-32.79787311,-161.6129563
67.695391,-32.22957581,-163.3074208
67.895792,-32.25576433,-161.3977691
68.096192,-32.34335935,-160.3180119
68.296593,-31.89446157,-160.3345865
68.496994,-31.7709355,-159.9408005
68.697395,-31.9547999,-160.7179365
68.897796,-31.7556572,-162.9258713
69.098196,-32.19698642,-163.8076941
69.298597,-31.52935408,-160.8707899
69.498998,-30.68851313,-159.2814547
69.699399,-30.54376104,-161.7656655
69.8998,-30.58102363,-159.3918293
70.1002,-30.40051735,-163.2487155
70.300601,-30.59329268,-161.3282556
70.501002,-30.06000499,-161.599543
70.701403,-29.72014478,-160.3733485
70.901804,-29.94512023,-161.7175165
71.102204,-29.57315861,-159.3292124
71.302605,-29.60763528,-162.0411657
71.503006,-29.82201979,-162.1343607
71.703407,-29.62136297,-162.0161474
71.903808,-29.39395299,-161.1011932
72.104208,-29.19092223,-164.2391941
72.304609,-29.03446525,-164.8323831
72.50501,-29.18789568,-166.4119238
72.705411,-28.88831515,-165.5745133
72.905812,-28.99969186,-164.6356846
73.106212,-28.8359595,-164.930396
73.306613,-28.87808155,-166.0458605
73.507014,-28.95924391,-166.0887675
73.707415,-28.75182616,-166.2892216
73.907816,-28.345897,-167.5085772
74.108216,-28.56198418,-166.693341
74.308617,-28.63979761,-170.2042513
74.509018,-28.45767035,-166.3820774
74.709419,-28.54136919,-169.4277254
74.90982,-28.22062486,-169.6688452
75.11022,-28.21210615,-168.3142167
75.310621,-28.59133095,-169.8300609
75.511022,-28.39314926,-172.6563905
75.711423,-28.14090669,-170.0408066
75.911824,-28.30118563,-170.2110236
76.112224,-28.11968607,-171.6607648
76.312625,-27.99321566,-169.3158528
76.513026,-28.47815487,-172.3649879
76.713427,-28.08429549,-170.5831235
76.913828,-28.20570246,-173.1502356
77.114228,-27.97304713,-171.5664784
77.314629,-28.07222183,-168.6015198
77.51503,-27.97815045,-170.0262434
77.715431,-28.68490446,-169.8234404
77.915832,-27.92460838,-168.0164689
78.116232,-28.04308866,-168.4287012
78.316633,-27.99924686,-167.9745318
78.517034,-28.1847784,-167.6825049
78.717435,-28.05418076,-168.2585325
78.917836,-27.62344936,-167.928889
79.118236,-28.11964102,-166.8243509
79.318637,-27.81288103,-167.1069778
79.519038,-27.58735312,-165.2074439
79.719439,-27.54408992,-163.7184892
79.91984,-27.43473169,-162.7346974
80.12024,-27.24308032,-163.0004413
80.320641,-27.20776012,-162.4507726
80.521042,-26.92331142,-161.8746796
80.721443,-26.82740922,-161.4002822
80.921844,-26.4643564,-161.5919852
81.122244,-26.29349193,-162.1442934
81.322645,-26.04983168,-158.2755704
81.523046,-25.97456112,-160.634906
81.723447,-25.54004111,-160.355079
81.923848,-25.38397326,-159.5774453
82.124248,-25.24638784,-159.5404228
82.324649,-24.84014661,-159.4246598
82.52505,-24.63661083,-160.6045442
82.725451,-24.55185783,-159.2749782
82.925852,-24.05769811,-160.0890616
83.126253,-23.73626286,-160.6260266
83.326653,-23.52228057,-160.8907496
83.527054,-23.20498315,-162.9233721
83.727455,-23.17539956,-164.2792671
83.927856,-22.91191924,-164.3029812
84.128257,-22.68355372,-165.0839448
84.328657,-22.49549908,-165.7159862
84.529058,-22.00833873,-166.8603194
84.729459,-21.97526676,-167.6770363
84.92986,-21.80045595,-168.7713798
85.130261,-21.49568424,-169.2809146
85.330661,-21.23472659,-172.6076082
85.531062,-21.06121006,-173.210897
85.731463,-20.956892,-173.9542877
85.931864,-20.84402383,-174.9282894
86.132265,-20.6341203,-177.5474144
86.332665,-20.34926202,-178.4270168
86.533066,-20.24282833,-179.3413434
86.733467,-20.02716938,179.4409756
86.933868,-19.89006464,177.7563359
87.134269,-19.79850422,176.5991983
87.334669,-19.64985588,174.8509495
87.53507,-19.52422547,172.7156845
87.735471,-19.34628936,172.0449617
87.935872,-19.33367502,169.7681941
88.136273,-19.18185537,168.3678605
88.336673,-19.1189907,167.4617693
88.537074,-18.9736718,166.0591985
88.737475,-18.84130913,164.3623556
88.937876,-18.86795207,162.4588183
89.138277,-18.64789283,160.8172387
89.338677,-18.51712472,158.9720512
89.539078,-18.47996949,157.2400735
89.739479,-18.37373026,155.9873645
89.93988,-18.26156221,153.5303402
90.140281,-18.26454979,151.5883226
90.340681,-18.18363531,149.7477855
90.541082,-18.2376948,148.5159427
90.741483,-18.11836243,146.4415727
90.941884,-18.11155775,144.5802976
91.142285,-18.05572158,142.9994715
91.342685,-18.06015969,141.7350507
91.543086,-18.00219495,139.9554965
91.743487,-18.09934262,138.0976742
91.943888,-18.09978047,136.4433765
92.144289,-18.11501327,134.3238927
92.344689,-18.17958136,133.2407974
92.54509,-18.08631958,131.7429475
92.745491,-18.24888331,130.092064
92.945892,-18.15947366,129.0024571
93.146293,-18.22381102,127.4186914
93.346693,-18.27924695,126.1946872
93.547094,-18.27856311,124.5292494
93.747495,-18.39832285,122.7472913
93.947896,-18.40940765,122.5304445
94.148297,-18.39724974,120.286734
94.348697,-18.45511688,119.455149
94.549098,-18.47881617,117.1190391
94.749499,-18.57178017,116.4570474
94.9499,-18.52319461,115.2810571
95.150301,-18.5945878,113.1755824
95.350701,-18.60101316,112.9352752
95.551102,-18.70068688,111.5583809
95.751503,-18.74179751,110.00307
95.951904,-18.76668061,108.752655
96.152305,-18.83089457,107.1819052
96.352705,-18.69898803,106.9440919
96.553106,-18.8667608,105.8518985
96.753507,-18.90722681,104.0082182
96.953908,-18.9899516,103.4595558
97.154309,-19.04831896,101.5724355
97.354709,-19.0644279,100.8536877
97.55511,-19.18548285,99.76164786
97.755511,-19.10453621,98.02586272
97.955912,-19.19879081,96.74735425
98.156313,-19.16552262,96.21327381
98.356713,-19.21616738,95.06241726
98.557114,-19.24650392,93.85689425
98.757515,-19.33350659,92.83235888
98.957916,-19.38295822,92.15174541
99.158317,-19.45582671,90.06681985
99.358717,-19.4483464,89.7423607
99.559118,-19.53539883,88.30795557
99.759519,-19.53286319,87.5994998
99.95992,-19.51320928,86.46317641
100.160321,-19.63721101,85.32678822
100.360721,-19.70668012,83.08588534
100.561122,-19.92544881,83.03498988
100.761523,-19.82006886,82.02572232
100.961924,-19.7713061,81.7217052
101.162325,-19.78656907,80.28316785
101.362725,-20.03952263,78.16208796
101.563126,-19.97888328,77.38217415
101.763527,-20.20839208,77.09410594
101.963928,-19.93506786,76.25621048
102.164329,-20.20850879,75.16072762
102.364729,-20.35970625,74.93594328
102.56513,-20.15538473,71.55889446
102.765531,-20.24451489,73.09091542
102.965932,-20.32269714,71.10060443
103.166333,-20.38408436,69.67770894
103.366733,-20.30861373,71.14901179
103.567134,-20.27065923,67.88644178
103.767535,-20.29718226,66.47568871
103.967936,-20.42943272,66.41216903
104.168337,-20.29004282,64.29424167
104.368737,-20.42614573,65.1277102
104.569138,-20.66995271,64.13235476
104.769539,-20.47598833,61.58419128
104.96994,-20.6974633,61.48046368
105.170341,-20.55404618,60.77502208
105.370741,-20.77099284,58.44521065
105.571142,-20.91869583,58.41099064
105.771543,-20.69558851,57.44830291
105.971944,-20.97536119,58.30228584
106.172345,-20.52631683,55.23140364
106.372745,-20.94679505,53.97353202
106.573146,-20.88467494,54.61122404
106.773547,-20.99215273,52.76853696
106.973948,-21.06437381,52.1792044
107.174349,-20.91985945,50.77779935
107.374749,-21.2184563,49.35263197
107.57515,-21.13378214,48.97048114
107.775551,-21.18909265,47.80348381
107.975952,-21.08864928,46.83137135
108.176353,-21.39934144,45.99723022
108.376754,-21.26044477,45.28498527
108.577154,-21.20196492,43.67597466
108.777555,-21.23693613,42.46446479
108.977956,-21.29186465,44.52155888
109.178357,-21.50560207,41.80312234
109.378758,-21.45432018,41.07246911
109.579158,-21.27406317,38.83638445
109.779559,-21.46547803,38.30474508
109.97996,-21.53435074,37.4903446
110.180361,-21.4581677,36.3334968
110.380762,-21.49221314,35.60814558
110.581162,-21.4344749,35.14582365
110.781563,-21.51399237,35.12335167
110.981964,-21.58853181,32.91735793
111.182365,-21.5323413,33.49921138
111.382766,-21.69249633,31.23081349
111.583166,-21.687548,30.0764665
111.783567,-21.54633747,29.23265279
111.983968,-21.86648563,29.19260606
112.184369,-21.72540258,28.08057882
112.38477,-21.92147868,27.14616354
112.58517,-21.93100624,26.69346142
112.785571,-21.89905671,25.90173224
112.985972,-21.9358382,23.92007462
113.186373,-21.88799587,23.8899276
113.386774,-22.07241553,22.75917123
113.587174,-22.01390111,23.21782889
113.787575,-22.03682649,21.19383973
113.987976,-22.16894839,21.96279165
114.188377,-22.25741795,19.31394328
114.388778,-22.06725167,18.24187703
114.589178,-22.42249648,18.0615589
114.789579,-22.36048312,17.59348821
114.98998,-22.01288419,15.05533774
115.190381,-22.31108439,15.59243824
115.390782,-22.25975685,14.70761763
115.591182,-22.30666259,14.23079805
115.791583,-22.43372536,12.48031262
115.991984,-22.33144345,12.07239316
116.192385,-22.32980615,10.54977795
116.392786,-22.4010076,11.17573755
116.593186,-22.34361875,8.376812818
116.793587,-22.35710221,7.109350891
116.993988,-22.17520864,7.647403931
117.194389,-22.31166224,5.98515979
117.39479,-22.47201819,5.155552575
117.59519,-22.47585945,4.108273047
117.795591,-22.43105489,3.554294171
117.995992,-22.48442011,3.092632356
118.196393,-22.38960219,1.643472237
118.396794,-22.42887827,2.041658702
118.597194,-22.42770264,0.954204979
118.797595,-22.4891148,-0.614509429
118.997996,-22.47941697,-0.606683068
119.198397,-22.38891863,-2.21804941
119.398798,-22.56794603,-2.92134151
119.599198,-22.34279818,-2.702241655
119.799599,-22.54317754,-5.11855901
120,-22.66565936,-4.898734651
