F/MHz,dB (256b),deg (256b)
53.667335,-39.28336884,165.1255997
53.867735,-39.64827189,161.678048
54.068136,-40.26277667,154.5060567
54.268537,-40.11670037,157.7506778
54.468938,-41.02521371,147.9230817
54.669339,-40.0579588,153.430643
54.869739,-40.236935,157.6223987
55.07014,-40.96563649,145.6658832
55.270541,-40.35350451,143.8399077
55.470942,-40.83067292,140.7413312
55.671343,-40.95471912,142.9944758
55.871743,-41.90370381,136.1985357
56.072144,-42.62539191,139.7723161
56.272545,-41.83332139,127.3340892
56.472946,-42.87815169,134.7179654
56.673347,-42.42216276,126.0183184
56.873747,-42.72574575,112.188442
57.074148,-43.35196598,119.4007796
57.274549,-44.79482969,121.9543697
57.47495,-43.38537313,116.9384975
57.675351,-44.69532164,121.1790618
57.875752,-44.18310983,104.97995
58.076152,-42.64033981,102.6263676
58.276553,-43.90714145,109.1301642
58.476954,-45.11852709,96.29822558
58.677355,-43.97810442,99.18217135
58.877756,-45.04687239,95.12570918
59.078156,-43.97455701,84.51867945
59.278557,-45.0294403,77.89814726
59.478958,-47.00802085,76.51974083
59.679359,-47.02173602,73.33933525
59.87976,-49.70923243,76.15944897
60.08016,-47.17770295,78.09072598
60.280561,-46.47968754,59.74017083
60.480962,-45.99092305,57.19516307
60.681363,-47.73724216,63.78361536
60.881764,-47.51284653,30.75394582
61.082164,-47.61529384,38.74849391
61.282565,-47.81334579,20.06299496
61.482966,-46.71562445,18.88981781
61.683367,-46.99785992,10.72660201
61.883768,-47.35188925,7.427522397
62.084168,-46.38015425,6.60005059
62.284569,-46.15170417,-2.763121486
62.48497,-44.23122383,-30.25304967
62.685371,-44.96395207,-17.02905668
62.885772,-46.05541167,-27.92617445
63.086172,-43.22638118,-16.45851847
63.286573,-43.24603295,-31.8633863
63.486974,-42.85179674,-37.88413049
63.687375,-44.23923872,-39.05407932
63.887776,-44.33541088,-39.33420248
64.088176,-41.00595249,-43.43846239
64.288577,-42.52070177,-40.14032166
64.488978,-40.96285799,-53.19957186
64.689379,-40.80005542,-52.97022419
64.88978,-41.3977473,-61.34183948
65.09018,-40.86477048,-62.32002994
65.290581,-39.0782255,-62.22876281
65.490982,-39.89900671,-62.10704306
65.691383,-39.52669616,-79.9391115
65.891784,-39.55033054,-74.35859558
66.092184,-39.95414604,-76.6554124
66.292585,-38.16949648,-79.51819806
66.492986,-38.40526745,-81.75941437
66.693387,-38.11495394,-87.53134291
66.893788,-38.05522219,-82.23146138
67.094188,-37.56015909,-90.22836729
67.294589,-36.79222962,-87.63133714
67.49499,-36.64211798,-88.44678128
67.695391,-36.49337443,-81.261141
67.895792,-36.74939218,-99.7512205
68.096192,-36.79361781,-95.41059297
68.296593,-35.80539503,-94.42427886
68.496994,-35.61178904,-100.8822446
68.697395,-35.14002491,-99.45581584
68.897796,-35.09201714,-103.0422973
69.098196,-35.10338534,-104.9426861
69.298597,-34.82056799,-107.5359207
69.498998,-34.75562804,-112.1818969
69.699399,-34.43801486,-109.9662771
69.8998,-34.50437995,-115.2725813
70.1002,-33.45045854,-118.9128156
70.300601,-33.62969999,-117.2584181
70.501002,-34.19219447,-119.5957586
70.701403,-33.91222416,-118.5476824
70.901804,-33.3314175,-118.373455
71.102204,-33.17445698,-120.5512954
71.302605,-32.87574819,-125.9962778
71.503006,-33.04369905,-130.2907468
71.703407,-33.26960226,-126.2215163
71.903808,-32.13231131,-129.0882764
72.104208,-32.10620143,-131.697282
72.304609,-32.2643353,-135.0097273
72.50501,-32.06494295,-139.1472969
72.705411,-32.57412715,-139.4078312
72.905812,-32.30688053,-140.4870047
73.106212,-32.75163314,-142.6986827
73.306613,-32.0027081,-146.515023
73.507014,-32.29284614,-143.1137533
73.707415,-32.04129326,-147.8947525
73.907816,-32.10410665,-146.079737
74.108216,-31.85940265,-147.8344664
74.308617,-32.31338174,-150.8942996
74.509018,-31.63971778,-151.2340806
74.709419,-31.39744001,-155.2261398
74.90982,-31.87648916,-156.883428
75.11022,-32.07510809,-160.1967744
75.310621,-31.22924277,-158.1333993
75.511022,-31.00287117,-161.3642155
75.711423,-31.75698678,-160.028986
75.911824,-31.24418044,-164.9891671
76.112224,-32.36328204,-163.390559
76.312625,-31.84726389,-166.6158283
76.513026,-31.55591661,-168.4259116
76.713427,-32.01122279,-172.6449528
76.913828,-32.00671695,-173.8649976
77.114228,-32.22032608,-173.4216644
77.314629,-31.83803665,-173.7273379
77.51503,-32.70207739,-172.9488314
77.715431,-32.37451121,-173.8404847
77.915832,-32.10829099,-174.8555337
78.116232,-32.71997136,-173.417258
78.316633,-32.49898373,-178.6726274
78.517034,-32.90674905,177.1615865
78.717435,-32.73706056,-179.9199198
78.917836,-32.73859806,176.0227647
79.118236,-33.71282075,174.635078
79.318637,-33.38910569,174.9141873
79.519038,-33.71025427,174.9921176
79.719439,-34.14281636,173.3770318
79.91984,-34.52128668,173.4872931
80.12024,-34.57261626,175.2961345
80.320641,-34.18860966,177.8874242
80.521042,-35.64231174,173.8772399
80.721443,-35.1052687,-179.544262
80.921844,-35.12271297,179.7476435
81.122244,-36.30911293,178.6435643
81.322645,-35.85246167,-175.3246387
81.523046,-36.13788635,-167.7159921
81.723447,-35.97955469,-165.5189508
81.923848,-36.62633577,-163.9236498
82.124248,-36.90536594,-163.9648678
82.324649,-36.54098859,-162.4219909
82.52505,-35.96121463,-159.0061505
82.725451,-35.52479205,-153.4133778
82.925852,-35.2052898,-147.740815
83.126253,-34.78943263,-144.9842632
83.326653,-34.22509036,-142.547856
83.527054,-34.12785648,-142.1122723
83.727455,-32.56386155,-140.1557429
83.927856,-32.54496632,-138.7412876
84.128257,-31.47879379,-134.9304092
84.328657,-30.79547073,-138.8248243
84.529058,-30.48922363,-138.0642848
84.729459,-29.62660768,-138.1140446
84.92986,-29.44372049,-139.318066
85.130261,-28.52638306,-138.9164772
85.330661,-28.06241839,-140.1684848
85.531062,-27.35521217,-141.1997087
85.731463,-26.64328335,-143.1016433
85.931864,-26.19191272,-144.0955033
86.132265,-25.99270485,-145.1422845
86.332665,-25.21091592,-148.2293169
86.533066,-24.86765337,-149.6680882
86.733467,-24.39085442,-153.5158818
86.933868,-23.86584131,-154.214035
87.134269,-23.44538444,-157.1339025
87.334669,-23.12956361,-160.5186071
87.53507,-23.02555677,-160.7175538
87.735471,-22.34785492,-165.8411585
87.935872,-22.15062855,-167.6511986
88.136273,-21.8980452,-170.6064473
88.336673,-21.6607526,-172.2265094
88.537074,-21.4843308,-175.4372781
88.737475,-21.23421724,-178.4051488
88.937876,-20.94234301,178.8012282
89.138277,-20.70712705,175.9981721
89.338677,-20.64097209,173.3682801
89.539078,-20.3188207,170.1653115
89.739479,-20.33368392,167.2676873
89.93988,-20.15679183,164.8918933
90.140281,-20.12256905,162.1847922
90.340681,-19.94883829,159.9015132
90.541082,-19.81998303,157.443111
90.741483,-19.79692923,154.897909
90.941884,-19.7862069,152.1337457
91.142285,-19.68136903,149.9601147
91.342685,-19.63182081,148.135323
91.543086,-19.63916865,145.3540204
91.743487,-19.49103882,143.1698476
91.943888,-19.56482426,141.5293242
92.144289,-19.54730055,138.766069
92.344689,-19.5751102,136.5691317
92.54509,-19.49850083,134.4061946
92.745491,-19.53359057,132.0066504
92.945892,-19.42740202,130.4994601
93.146293,-19.54391445,127.9772898
93.346693,-19.57521357,126.8354653
93.547094,-19.64498592,124.5867246
93.747495,-19.50076709,123.2215139
93.947896,-19.5362107,121.1530952
94.148297,-19.50951939,119.2121285
94.348697,-19.52268072,117.4568003
94.549098,-19.47059427,116.109436
94.749499,-19.5118426,114.2764956
94.9499,-19.59318846,113.1183003
95.150301,-19.56869562,110.456197
95.350701,-19.49721118,108.9840561
95.551102,-19.53640631,108.2253411
95.751503,-19.5046522,106.7480996
95.951904,-19.55343578,105.3802858
96.152305,-19.71933958,103.2255066
96.352705,-19.61497231,102.7787751
96.553106,-19.72852181,100.740763
96.753507,-19.61750417,99.04369064
96.953908,-19.5789221,97.8217488
97.154309,-19.71500393,96.73504227
97.354709,-19.71598678,94.30120543
97.55511,-19.65305585,93.94942574
97.755511,-19.67905403,91.82721725
97.955912,-19.77495871,91.33223972
98.156313,-19.7917683,89.67679862
98.356713,-19.64183284,88.33166995
98.557114,-19.80421183,87.87416849
98.757515,-19.79045524,84.9754256
98.957916,-19.71575687,84.76311914
99.158317,-19.72700468,83.57942389
99.358717,-19.85524745,82.24072557
99.559118,-19.77649535,81.72540533
99.759519,-19.8448896,79.61274494
99.95992,-20.0241507,78.76467835
100.160321,-19.87827348,77.83748388
100.360721,-20.03987593,75.77131504
100.561122,-19.73371939,74.41184092
100.761523,-19.90303262,73.86606112
100.961924,-20.01064865,74.04149434
101.162325,-19.93700218,71.14185371
101.362725,-19.89839521,70.76635898
101.563126,-20.074613,69.5941665
101.763527,-19.92097232,68.60841219
101.963928,-19.87375901,65.87920281
102.164329,-19.84051536,67.06436502
102.364729,-20.05669348,65.92574011
102.56513,-20.08693768,64.42590243
102.765531,-19.83577676,64.14856069
102.965932,-20.10516881,62.21515162
103.166333,-19.85613178,59.926364
103.366733,-19.89566892,59.99857168
103.567134,-20.0784464,58.55435176
103.767535,-20.20197284,57.39878418
103.967936,-20.06602406,56.60371299
104.168337,-20.13112799,55.57872971
104.368737,-20.21337419,54.17943097
104.569138,-20.22995618,54.03216139
104.769539,-20.10811913,52.27600368
104.96994,-20.04061516,51.18778834
105.170341,-19.9565103,50.49085975
105.370741,-20.15079369,50.01361641
105.571142,-20.04499542,48.75360451
105.771543,-20.2674368,48.95091719
105.971944,-20.22382227,46.91010178
106.172345,-20.1608661,46.78492719
106.372745,-20.2091047,45.38938143
106.573146,-20.23107266,44.34430741
106.773547,-20.29598954,43.39399242
106.973948,-20.38072748,42.92088059
107.174349,-20.26625594,42.38779224
107.374749,-20.02947796,39.21903416
107.57515,-20.30097065,40.05489213
107.775551,-20.37692313,38.28892196
107.975952,-20.3000956,37.31213923
108.176353,-20.3094965,37.03446941
108.376754,-20.05195905,36.73766748
108.577154,-20.12273384,34.08933118
108.777555,-20.33581782,33.81579741
108.977956,-20.29764503,33.33918698
109.178357,-20.27959924,33.02562365
109.378758,-20.33803119,31.39012278
109.579158,-20.22415173,29.92802114
109.779559,-20.4488358,30.26817034
109.97996,-20.32261966,28.9368513
110.180361,-20.34466418,28.15208163
110.380762,-20.38543057,27.69302815
110.581162,-20.33529278,26.84157204
110.781563,-20.38563706,25.64049096
110.981964,-20.25753568,24.92017903
111.182365,-20.22998132,23.27660489
111.382766,-20.37361381,22.6918598
111.583166,-20.22359476,22.59305873
111.783567,-20.2405752,21.60876847
111.983968,-20.35474892,21.08224723
112.184369,-20.43214665,20.5188394
112.38477,-20.36079575,19.62524535
112.58517,-20.41768061,17.88059252
112.785571,-20.46119252,17.15945869
112.985972,-20.39714106,17.29261634
113.186373,-20.20528996,16.30294463
113.386774,-20.24551317,15.45193671
113.587174,-20.37543994,15.1244482
113.787575,-20.38274074,13.49592952
113.987976,-20.43308833,12.75148479
114.188377,-20.51518485,12.49524001
114.388778,-20.46854213,12.25464482
114.589178,-20.34851188,11.04770372
114.789579,-20.38228615,9.659733805
114.98998,-20.45539936,9.246757309
115.190381,-20.46348778,7.498847972
115.390782,-20.62171521,8.83117982
115.591182,-20.47559218,8.057114502
115.791583,-20.58695743,6.533533308
115.991984,-20.29730601,6.860991264
116.192385,-20.48853254,5.456820033
116.392786,-20.58171542,4.435188895
116.593186,-20.45438542,3.152010615
116.793587,-20.45789204,3.457031516
116.993988,-20.49160489,1.835764385
117.194389,-20.4791206,1.616983857
117.39479,-20.49977202,1.612046328
117.59519,-20.46405344,0.468384386
117.795591,-20.32423626,-0.149661373
117.995992,-20.47653731,-0.959063997
118.196393,-20.47524244,-2.036228683
118.396794,-20.47312662,-2.013492321
118.597194,-20.47586276,-3.242437514
118.797595,-20.45524573,-4.057585456
118.997996,-20.53336076,-4.988243633
119.198397,-20.50866267,-4.898380962
119.398798,-20.60631612,-6.039141984
119.599198,-20.57595562,-6.017981092
119.799599,-20.50912692,-6.365732682
120,-20.48925569,-7.823447718
